Station_Id_C Year Mon Day Hour PRS PRS_Sea PRS_Max PRS_Min WIN_S_Max WIN_S_Inst_Max WIN_D_INST_Max WIN_D_Avg_2mi WIN_S_Avg_2mi WIN_D_S_Max TEM TEM_Max TEM_Min RHU VAP RHU_Min PRE_1h VIS WEP_Now CLO_Cov CLO_COV_LM CLO_Cov_Low windpower tigan
54398 2018 12 23 0 1034.6000 1038.5000 1034.6000 1034.1000 4.6000 6.9000 300 308 2.3000 299 -6.5000 -6.1000 -6.6000 13 0.5000 12 0.0000 30000.0000 0.0000 999999 999999 999999 2 -10.7600 
54398 2018 12 23 1 1035.2000 1039.1000 1035.2000 1034.6000 4.6000 7.9000 303 314 4.5000 304 -5.7000 -5.6000 -6.5000 13 0.5000 13 0.0000 30000.0000 0.0000 999999 999999 999999 3 -9.8700 
54398 2018 12 23 2 1035.3000 1039.2000 1035.3000 1035.1000 4.9000 9.5000 326 307 4.6000 311 -4.3000 -4.3000 -5.6000 12 0.5000 12 0.0000 30000.0000 0.0000 999999 999999 999999 3 -8.3600 
54398 2018 12 23 3 1034.7000 1038.5000 1035.3000 1034.7000 4.4000 7.2000 312 288 4.3000 311 -3.1000 -3.0000 -4.4000 10 0.5000 10 0.0000 30000.0000 0.0000 999999 999999 999999 2 -7.0900 
54398 2018 12 23 4 1033.3000 1037.1000 1034.7000 1033.3000 4.0000 6.8000 334 289 4.3000 321 -2.1000 -2.0000 -3.1000 10 0.5000 10 0.0000 30000.0000 0.0000 999999 999999 999999 2 -5.9900 
54398 2018 12 23 5 1032.4000 1036.2000 1033.3000 1032.4000 4.7000 8.7000 295 303 1.9000 295 -1.3000 -1.3000 -2.1000 9 0.5000 9 0.0000 30000.0000 0.0000 999999 999999 999999 2 -5.1400 
54398 2018 12 23 6 1031.5000 1035.3000 1032.4000 1031.5000 3.6000 6.2000 278 318 2.6000 312 -0.3000 -0.2000 -1.3000 8 0.5000 8 0.0000 30000.0000 0.0000 999999 999999 999999 2 -4.0700 
54398 2018 12 23 7 1030.7000 1034.5000 1031.4000 1030.6000 3.3000 5.6000 306 323 2.5000 310 0.4000 0.4000 -0.4000 7 0.4000 7 0.0000 30000.0000 0.0000 999999 999999 999999 2 -3.3200 
54398 2018 12 23 8 1029.9000 1033.7000 1030.6000 1029.9000 3.0000 5.1000 320 336 2.0000 324 0.5000 0.6000 0.3000 8 0.5000 7 0.0000 30000.0000 0.0000 999999 999999 999999 2 -3.1900 
54398 2018 12 23 9 1029.5000 1033.4000 1029.9000 1029.5000 1.9000 3.0000 315 66 0.4000 311 -1.6000 0.5000 -1.6000 15 0.8000 7 0.0000 30000.0000 0.0000 999999 999999 999999 1 -5.3100 
54398 2018 12 23 10 1029.5000 1033.4000 1029.6000 1029.5000 1.1000 1.5000 145 999017 0.0000 183 -4.1000 -1.6000 -4.1000 25 1.1000 14 0.0000 14300.0000 0.0000 999999 999999 999999 1 -7.8000 
54398 2018 12 23 11 1029.2000 1033.1000 1029.5000 1029.2000 1.1000 1.7000 227 260 0.8000 258 -5.0000 -4.1000 -5.0000 30 1.3000 24 0.0000 25800.0000 0.0000 999999 999999 999999 1 -8.6600 
54398 2018 12 23 12 1029.1000 1033.0000 1029.2000 1029.1000 1.3000 2.0000 213 350 0.7000 257 -5.2000 -4.9000 -5.2000 32 1.3000 23 0.0000 24300.0000 0.0000 999999 999999 999999 1 -8.8300 
54398 2018 12 23 13 1028.9000 1032.8000 1029.1000 1028.9000 1.2000 1.5000 34 6 0.7000 33 -6.3000 -5.2000 -6.3000 44 1.7000 30 0.0000 13800.0000 0.0000 999999 999999 999999 1 -9.7300 
54398 2018 12 23 14 1028.7000 1032.6000 1028.9000 1028.7000 1.4000 2.0000 357 358 1.1000 9 -7.0000 -6.3000 -7.1000 34 1.2000 31 0.0000 13900.0000 0.0000 999999 999999 999999 1 -10.7600 
54398 2018 12 23 15 1028.6000 1032.5000 1028.8000 1028.6000 2.0000 2.6000 23 13 1.6000 32 -7.2000 -7.0000 -7.7000 30 1.1000 28 0.0000 14100.0000 0.0000 999999 999999 999999 1 -11.0800 
54398 2018 12 23 16 1028.3000 1032.2000 1028.6000 1028.3000 1.6000 2.1000 20 18 0.9000 1 -7.8000 -7.2000 -7.8000 33 1.1000 30 0.0000 15900.0000 0.0000 999999 999999 999999 1 -11.6600 
54398 2018 12 23 17 1028.2000 1032.1000 1028.4000 1028.2000 1.6000 2.3000 26 19 1.4000 16 -8.1000 -7.7000 -8.1000 36 1.2000 32 0.0000 15600.0000 0.0000 999999 999999 999999 1 -11.9100 
54398 2018 12 23 18 1027.9000 1031.8000 1028.3000 1027.9000 1.4000 1.9000 31 22 0.9000 17 -8.3000 -8.1000 -8.5000 38 1.2000 35 0.0000 22500.0000 0.0000 999999 999999 999999 1 -12.0800 
54398 2018 12 23 19 1027.6000 1031.5000 1028.0000 1027.5000 1.6000 2.3000 17 360 1.5000 5 -8.7000 -8.1000 -8.7000 41 1.3000 37 0.0000 27000.0000 0.0000 999999 999999 999999 2 -12.4400 
54398 2018 12 23 20 1027.0000 1030.9000 1027.6000 1027.0000 1.8000 2.6000 51 17 1.0000 27 -9.3000 -8.7000 -9.3000 51 1.5000 41 0.0000 26300.0000 0.0000 999999 999999 999999 1 -12.8400 
54398 2018 12 23 21 1026.1000 1030.0000 1027.0000 1026.1000 1.8000 2.5000 43 9 1.0000 26 -9.8000 -9.3000 -9.8000 51 1.5000 50 0.0000 27500.0000 0.0000 999999 999999 999999 1 -13.3900 
54398 2018 12 23 22 1025.5000 1029.4000 1026.1000 1025.5000 1.6000 2.3000 0 9 1.8000 9 -10.1000 -9.8000 -10.2000 53 1.5000 51 0.0000 25200.0000 0.0000 999999 999999 999999 2 -13.6700 
54398 2018 12 23 23 1025.6000 1029.5000 1025.7000 1025.4000 1.9000 2.5000 23 16 1.6000 9 -10.5000 -10.1000 -10.6000 56 1.5000 52 0.0000 25500.0000 0.0000 999999 999999 999999 2 -14.0300 
54398 2018 12 24 0 1025.8000 1029.7000 1025.8000 1025.6000 1.6000 3.0000 14 4 2.2000 11 -9.9000 -9.9000 -10.6000 47 1.4000 47 0.0000 24100.0000 0.0000 999999 999999 999999 1 -13.6100 
54398 2018 12 24 1 1025.6000 1029.5000 1025.8000 1025.6000 1.9000 2.9000 3 20 1.8000 14 -8.1000 -8.0000 -9.9000 39 1.3000 39 0.0000 20300.0000 0.0000 999999 999999 999999 2 -11.8400 
54398 2018 12 24 2 1025.1000 1029.0000 1025.6000 1025.1000 1.8000 2.9000 28 45 1.3000 15 -5.5000 -5.5000 -8.0000 35 1.4000 34 0.0000 20600.0000 0.0000 999999 999999 999999 1 -9.0800 
54398 2018 12 24 3 1024.4000 1028.3000 1025.1000 1024.4000 1.4000 1.9000 45 307 0.6000 45 -2.8000 -2.6000 -5.6000 24 1.2000 24 0.0000 21900.0000 0.0000 999999 999999 999999 1 -6.4000 
54398 2018 12 24 4 1023.0000 1026.9000 1024.4000 1023.0000 1.2000 2.3000 187 231 1.1000 232 -0.7000 -0.7000 -3.0000 17 1.0000 16 0.0000 20000.0000 0.0000 999999 999999 999999 1 -4.2700 
54398 2018 12 24 5 1021.5000 1025.3000 1022.9000 1021.5000 2.0000 3.4000 210 217 1.9000 216 0.3000 0.4000 -1.1000 15 0.9000 13 0.0000 23100.0000 0.0000 999999 999999 999999 2 -3.2200 
54398 2018 12 24 6 1020.2000 1024.0000 1021.4000 1020.2000 2.3000 3.9000 204 185 1.7000 202 1.3000 1.5000 0.2000 14 0.9000 14 0.0000 23400.0000 0.0000 999999 999999 999999 2 -2.1500 
54398 2018 12 24 7 1019.8000 1023.6000 1020.2000 1019.7000 3.2000 4.8000 164 165 2.5000 178 1.6000 1.9000 1.4000 14 1.0000 12 0.0000 26300.0000 0.0000 999999 999999 999999 2 -1.8200 
54398 2018 12 24 8 1019.2000 1023.0000 1019.8000 1019.0000 3.3000 4.8000 156 191 3.0000 167 1.3000 1.8000 1.3000 14 0.9000 13 0.0000 22000.0000 0.0000 999999 999999 999999 2 -2.1500 
54398 2018 12 24 9 1019.2000 1023.1000 1019.3000 1019.1000 2.6000 3.9000 181 170 1.6000 181 -0.7000 1.2000 -0.7000 19 1.1000 14 0.0000 12800.0000 0.0000 999999 999999 999999 1 -4.2200 
54398 2018 12 24 10 1018.8000 1022.7000 1019.2000 1018.8000 2.0000 3.0000 164 158 1.4000 167 -1.6000 -0.7000 -1.8000 24 1.3000 19 0.0000 9200.0000 0.0000 999999 999999 999999 1 -5.0800 
54398 2018 12 24 11 1018.8000 1022.7000 1018.9000 1018.7000 1.8000 2.6000 156 210 1.0000 199 -2.8000 -1.7000 -2.8000 28 1.4000 24 0.0000 6300.0000 5.0000 999999 999999 999999 1 -6.2900 
54398 2018 12 24 12 1018.8000 1022.7000 1018.8000 1018.7000 1.4000 1.5000 187 189 0.7000 205 -4.6000 -2.9000 -4.7000 44 1.9000 29 0.0000 6400.0000 5.0000 999999 999999 999999 1 -7.8600 
54398 2018 12 24 13 1018.6000 1022.5000 1018.9000 1018.5000 1.4000 1.9000 31 8 1.2000 23 -4.8000 -4.6000 -5.3000 40 1.7000 35 0.0000 5600.0000 5.0000 999999 999999 999999 1 -8.1800 
54398 2018 12 24 14 1018.6000 1022.5000 1019.1000 1018.6000 1.9000 2.5000 23 11 1.7000 14 -4.9000 -4.9000 -5.3000 39 1.7000 38 0.0000 6100.0000 5.0000 999999 999999 999999 2 -8.3200 
54398 2018 12 24 15 1019.0000 1022.8000 1019.3000 1018.6000 1.9000 2.1000 11 24 1.2000 13 -6.3000 -4.9000 -6.4000 45 1.7000 37 0.0000 5700.0000 5.0000 999999 999999 999999 1 -9.7000 
54398 2018 12 24 16 1019.3000 1023.1000 1019.3000 1018.9000 1.6000 2.2000 20 7 1.3000 12 -6.7000 -6.0000 -6.9000 42 1.6000 41 0.0000 6500.0000 5.0000 999999 999999 999999 1 -10.2200 
54398 2018 12 24 17 1019.0000 1022.8000 1019.3000 1018.8000 1.8000 2.7000 43 30 1.2000 10 -6.8000 -6.4000 -6.8000 42 1.5000 41 0.0000 7700.0000 5.0000 999999 999999 999999 1 -10.3300 
54398 2018 12 24 18 1019.2000 1023.0000 1019.3000 1018.8000 1.4000 2.3000 3 1 1.3000 22 -7.7000 -6.7000 -7.7000 46 1.6000 42 0.0000 9100.0000 0.0000 999999 999999 999999 1 -11.2100 
54398 2018 12 24 19 1019.6000 1023.4000 1019.7000 1019.2000 1.7000 3.2000 20 328 1.0000 17 -7.8000 -7.3000 -8.0000 46 1.6000 42 0.0000 10400.0000 0.0000 999999 999999 999999 1 -11.3200 
54398 2018 12 24 20 1019.4000 1023.2000 1019.6000 1019.3000 3.1000 5.3000 340 355 2.9000 2 -6.5000 -6.3000 -7.7000 40 1.5000 38 0.0000 12500.0000 0.0000 999999 999999 999999 2 -10.0500 
54398 2018 12 24 21 1019.5000 1023.3000 1019.5000 1019.3000 3.1000 4.9000 3 12 2.0000 9 -7.0000 -6.5000 -7.0000 45 1.6000 40 0.0000 12500.0000 0.0000 999999 999999 999999 2 -10.4700 
54398 2018 12 24 22 1019.7000 1023.6000 1019.8000 1019.3000 2.0000 3.2000 26 188 1.5000 13 -8.0000 -7.0000 -8.0000 51 1.7000 45 0.0000 11700.0000 0.0000 999999 999999 999999 1 -11.4100 
54398 2018 12 24 23 1020.2000 1024.1000 1020.2000 1019.6000 1.6000 2.9000 105 93 0.9000 153 -7.1000 -6.4000 -8.2000 47 1.7000 41 0.0000 11300.0000 0.0000 999999 999999 999999 1 -10.5300 
54398 2018 12 25 0 1021.2000 1025.0000 1021.2000 1020.2000 4.1000 6.4000 289 288 2.5000 278 -2.3000 -2.3000 -7.1000 22 1.1000 22 0.0000 19600.0000 0.0000 999999 999999 999999 2 -5.9000 
54398 2018 12 25 1 1022.5000 1026.3000 1022.5000 1021.2000 4.7000 7.9000 303 304 1.4000 297 -0.5000 -0.1000 -2.3000 19 1.1000 19 0.0000 23000.0000 0.0000 999999 999999 999999 2 -4.0000 
54398 2018 12 25 2 1023.4000 1027.2000 1023.4000 1022.5000 2.3000 3.3000 17 43 2.1000 34 0.0000 0.3000 -0.5000 22 1.3000 19 0.0000 21600.0000 0.0000 999999 999999 999999 2 -3.3700 
54398 2018 12 25 3 1023.3000 1027.1000 1023.5000 1023.3000 2.3000 3.7000 295 312 1.8000 53 1.6000 1.6000 -0.1000 18 1.2000 18 0.0000 19300.0000 0.0000 999999 999999 999999 2 -1.7100 
54398 2018 12 25 4 1022.8000 1026.6000 1023.3000 1022.8000 5.2000 10.3000 295 306 4.2000 310 3.0000 3.1000 1.7000 13 1.0000 13 0.0000 30000.0000 999999.0000 999999 999999 999999 3 -0.3000 
54398 2018 12 25 5 1022.1000 1025.9000 1022.8000 1022.1000 5.5000 8.5000 312 319 3.5000 318 3.5000 3.5000 3.0000 12 0.9000 12 0.0000 30000.0000 999999.0000 999999 999999 999999 3 0.2200 
54398 2018 12 25 6 1022.1000 1025.9000 1022.1000 1022.0000 5.1000 9.2000 315 333 4.8000 307 3.9000 3.9000 3.5000 11 0.9000 11 0.0000 30000.0000 999999.0000 999999 999999 999999 3 0.6300 
54398 2018 12 25 7 1022.8000 1026.6000 1022.8000 1022.1000 4.7000 7.7000 317 332 2.7000 326 3.9000 4.0000 3.6000 11 0.9000 11 0.0000 30000.0000 0.0000 999999 999999 999999 3 0.6300 
54398 2018 12 25 8 1023.4000 1027.2000 1023.4000 1022.8000 3.8000 6.9000 14 293 2.8000 313 3.3000 4.1000 3.3000 13 1.0000 11 0.0000 30000.0000 999999.0000 999999 999999 999999 2 0.0200 
54398 2018 12 25 9 1024.1000 1027.9000 1024.1000 1023.4000 3.1000 5.2000 303 42 0.9000 291 1.1000 3.3000 1.1000 18 1.2000 13 0.0000 30000.0000 999999.0000 999999 999999 999999 1 -2.2600 
54398 2018 12 25 10 1025.0000 1028.9000 1025.0000 1024.1000 2.0000 3.5000 43 15 1.9000 4 0.3000 1.1000 0.2000 18 1.1000 17 0.0000 30000.0000 999999.0000 999999 999999 999999 2 -3.1400 
54398 2018 12 25 11 1025.7000 1029.6000 1025.7000 1025.0000 2.3000 3.8000 340 33 1.6000 33 -0.9000 0.3000 -0.9000 21 1.2000 17 0.0000 30000.0000 999999.0000 999999 999999 999999 2 -4.3900 
54398 2018 12 25 12 1026.6000 1030.4000 1026.6000 1025.7000 3.9000 7.0000 37 37 4.0000 36 -1.0000 -0.6000 -1.4000 19 1.1000 18 0.0000 30000.0000 999999.0000 999999 999999 999999 3 -4.5500 
54398 2018 12 25 13 1027.3000 1031.1000 1027.3000 1026.6000 4.6000 7.7000 23 41 2.7000 31 -1.9000 -0.9000 -1.9000 17 0.9000 16 0.0000 30000.0000 999999.0000 999999 999999 999999 3 -5.5900 
54398 2018 12 25 14 1028.4000 1032.2000 1028.4000 1027.3000 4.4000 7.5000 28 35 5.2000 34 -2.7000 -1.9000 -2.7000 14 0.7000 14 0.0000 30000.0000 999999.0000 999999 999999 999999 3 -6.5500 
54398 2018 12 25 15 1029.0000 1032.8000 1029.0000 1028.4000 4.3000 7.6000 20 41 3.8000 40 -3.4000 -2.7000 -3.5000 13 0.6000 13 0.0000 30000.0000 999999.0000 999999 999999 999999 3 -7.3500 
54398 2018 12 25 16 1029.2000 1033.0000 1029.3000 1029.0000 5.3000 9.0000 54 37 4.8000 35 -4.0000 -3.4000 -4.0000 13 0.6000 12 0.0000 30000.0000 999999.0000 999999 999999 999999 3 -8.0100 
54398 2018 12 25 17 1029.7000 1033.5000 1029.7000 1029.3000 4.5000 8.9000 26 46 3.8000 40 -4.7000 -4.0000 -4.7000 15 0.6000 13 0.0000 30000.0000 0.0000 999999 999999 999999 3 -8.7200 
54398 2018 12 25 18 1029.9000 1033.7000 1029.9000 1029.6000 4.6000 7.7000 45 43 4.0000 40 -5.4000 -4.7000 -5.4000 16 0.7000 15 0.0000 30000.0000 999999.0000 999999 999999 999999 3 -9.4700 
54398 2018 12 25 19 1030.3000 1034.1000 1030.3000 1029.8000 3.8000 6.7000 26 51 2.7000 45 -5.9000 -5.4000 -5.9000 18 0.7000 16 0.0000 30000.0000 999999.0000 999999 999999 999999 2 -9.9600 
54398 2018 12 25 20 1030.3000 1034.1000 1030.5000 1030.3000 3.8000 7.1000 34 36 3.8000 47 -6.4000 -5.9000 -6.4000 18 0.7000 18 0.0000 30000.0000 999999.0000 999999 999999 999999 2 -10.5100 
54398 2018 12 25 21 1030.5000 1034.4000 1030.5000 1030.3000 4.5000 7.5000 23 39 4.7000 39 -6.7000 -6.4000 -6.8000 17 0.6000 17 0.0000 30000.0000 0.0000 999999 999999 999999 3 -10.8700 
54398 2018 12 25 22 1030.7000 1034.6000 1030.7000 1030.4000 4.7000 7.2000 34 39 3.1000 40 -7.2000 -6.7000 -7.2000 19 0.7000 17 0.0000 30000.0000 999999.0000 999999 999999 999999 2 -11.3700 
54398 2018 12 25 23 1031.7000 1035.6000 1031.7000 1030.7000 3.6000 6.4000 34 41 3.0000 38 -7.3000 -7.1000 -7.3000 19 0.7000 19 0.0000 30000.0000 999999.0000 999999 999999 999999 3 -11.4800 
54398 2018 12 26 0 1032.2000 1036.1000 1032.2000 1031.7000 3.4000 6.5000 57 23 2.5000 36 -7.5000 -7.4000 -7.7000 20 0.7000 19 0.0000 30000.0000 999999.0000 999999 999999 999999 2 -11.6700 
54398 2018 12 26 1 1033.0000 1036.9000 1033.0000 1032.3000 3.9000 6.4000 43 36 3.6000 29 -6.4000 -6.4000 -7.5000 19 0.7000 19 0.0000 30000.0000 999999.0000 999999 999999 999999 3 -10.4900 
54398 2018 12 26 2 1033.4000 1037.3000 1033.4000 1033.1000 4.9000 7.4000 23 29 5.3000 32 -5.6000 -5.5000 -6.5000 16 0.6000 16 0.0000 30000.0000 999999.0000 999999 999999 999999 3 -9.6900 
54398 2018 12 26 3 1033.1000 1037.0000 1033.5000 1033.1000 4.9000 7.5000 26 42 4.9000 39 -4.8000 -4.6000 -5.7000 14 0.6000 14 0.0000 30000.0000 999999.0000 999999 999999 999999 3 -8.8600 
54398 2018 12 26 4 1032.2000 1036.1000 1033.1000 1032.2000 4.6000 6.6000 34 20 1.2000 38 -3.7000 -3.7000 -4.8000 13 0.6000 13 0.0000 30000.0000 999999.0000 999999 999999 999999 2 -7.6700 
54398 2018 12 26 5 1031.1000 1035.0000 1032.2000 1031.1000 2.4000 3.8000 20 37 2.0000 46 -3.3000 -3.2000 -4.2000 13 0.6000 12 0.0000 30000.0000 0.0000 999999 999999 999999 2 -7.2300 
54398 2018 12 26 6 1030.3000 1034.2000 1031.1000 1030.3000 2.0000 4.5000 317 35 1.6000 352 -3.0000 -2.9000 -3.7000 12 0.6000 12 0.0000 30000.0000 0.0000 999999 999999 999999 1 -6.9300 
54398 2018 12 26 7 1030.1000 1034.0000 1030.3000 1030.1000 1.7000 3.2000 235 183 0.7000 343 -2.5000 -2.4000 -3.1000 12 0.6000 12 0.0000 30000.0000 999999.0000 999999 999999 999999 1 -6.3800 
54398 2018 12 26 8 1030.2000 1034.1000 1030.3000 1030.1000 1.3000 2.3000 261 249 0.7000 288 -2.4000 -1.6000 -2.5000 13 0.7000 12 0.0000 30000.0000 999999.0000 999999 999999 999999 1 -6.2400 
54398 2018 12 26 9 1030.7000 1034.6000 1030.7000 1030.2000 1.0000 1.4000 252 262 0.9000 265 -4.1000 -2.1000 -4.1000 20 0.9000 12 0.0000 30000.0000 0.0000 999999 999999 999999 1 -7.9300 
54398 2018 12 26 10 1031.2000 1035.1000 1031.2000 1030.7000 1.3000 1.8000 45 54 1.3000 23 -4.6000 -4.2000 -4.8000 19 0.8000 18 0.0000 30000.0000 999999.0000 999999 999999 999999 1 -8.5100 
54398 2018 12 26 11 1031.8000 1035.7000 1031.8000 1031.2000 1.6000 2.1000 43 33 1.0000 30 -5.5000 -4.5000 -5.5000 21 0.9000 17 0.0000 30000.0000 0.0000 999999 999999 999999 1 -9.4500 
54398 2018 12 26 12 1032.3000 1036.2000 1032.3000 1031.8000 1.0000 1.1000 37 328 0.3000 27 -7.3000 -5.5000 -7.3000 38 1.3000 21 0.0000 28700.0000 999999.0000 999999 999999 999999 0 -10.9800 
54398 2018 12 26 13 1033.2000 1037.1000 1033.2000 1032.3000 1.8000 3.1000 31 28 2.1000 20 -7.2000 -7.2000 -8.0000 28 1.0000 27 0.0000 21300.0000 0.0000 999999 999999 999999 2 -11.1300 
54398 2018 12 26 14 1034.0000 1037.9000 1034.0000 1033.2000 2.1000 3.4000 34 10 1.4000 24 -7.3000 -7.1000 -7.5000 28 1.0000 27 0.0000 20100.0000 999999.0000 999999 999999 999999 2 -11.2400 
54398 2018 12 26 15 1034.8000 1038.7000 1034.8000 1034.1000 2.4000 4.7000 31 29 2.0000 33 -7.5000 -6.8000 -7.5000 26 0.9000 24 0.0000 30000.0000 999999.0000 999999 999999 999999 1 -11.5200 
54398 2018 12 26 16 1035.5000 1039.4000 1035.5000 1034.8000 2.9000 5.6000 351 333 3.8000 349 -6.6000 -6.6000 -7.5000 14 0.5000 14 0.0000 30000.0000 999999.0000 999999 999999 999999 2 -10.8400 
54398 2018 12 26 17 1036.2000 1040.1000 1036.2000 1035.5000 6.1000 10.4000 334 329 1.8000 326 -6.9000 -6.3000 -6.9000 11 0.4000 9 0.0000 30000.0000 999999.0000 999999 999999 999999 2 -11.2500 
54398 2018 12 26 18 1037.1000 1041.0000 1037.1000 1036.1000 3.9000 7.5000 354 999017 3.5000 999017 -7.8000 -6.9000 -7.8000 12 0.4000 10 0.0000 30000.0000 999999.0000 999999 999999 999999 3 -12.2100 
54398 2018 12 26 19 1038.0000 1041.9000 1038.0000 1037.1000 4.6000 8.6000 11 8 3.5000 1 -8.7000 -7.8000 -8.7000 12 0.4000 12 0.0000 30000.0000 0.0000 999999 999999 999999 3 -13.2000 
54398 2018 12 26 20 1038.5000 1042.4000 1038.5000 1038.0000 3.8000 7.6000 354 354 2.1000 3 -9.7000 -8.7000 -9.7000 13 0.4000 12 0.0000 30000.0000 999999.0000 999999 999999 999999 2 -14.2800 
54398 2018 12 26 21 1038.5000 1042.5000 1038.5000 1038.4000 3.6000 6.5000 351 7 2.3000 337 -10.5000 -9.7000 -10.5000 13 0.4000 12 0.0000 30000.0000 999999.0000 999999 999999 999999 2 -15.1600 
54398 2018 12 26 22 1038.8000 1042.8000 1038.8000 1038.5000 4.0000 7.2000 23 17 3.5000 6 -11.4000 -10.5000 -11.4000 12 0.3000 12 0.0000 30000.0000 999999.0000 999999 999999 999999 2 -16.1700 
54398 2018 12 26 23 1039.5000 1043.5000 1039.5000 1038.8000 3.2000 7.0000 9 358 2.7000 6 -11.6000 -11.4000 -11.7000 12 0.3000 12 0.0000 30000.0000 999999.0000 999999 999999 999999 2 -16.3900 
54398 2018 12 27 0 1040.7000 1044.7000 1040.7000 1039.6000 3.6000 5.9000 317 358 2.6000 330 -12.1000 -11.6000 -12.1000 13 0.3000 11 0.0000 30000.0000 999999.0000 999999 999999 999999 2 -16.9100 
54398 2018 12 27 1 1041.5000 1045.5000 1041.5000 1040.7000 4.3000 7.2000 317 326 3.9000 325 -12.1000 -12.0000 -12.2000 12 0.3000 12 0.0000 30000.0000 999999.0000 999999 999999 999999 3 -16.9400 
54398 2018 12 27 2 1041.9000 1045.9000 1042.0000 1041.5000 4.4000 9.9000 323 342 2.9000 338 -11.3000 -11.3000 -12.2000 11 0.3000 11 0.0000 30000.0000 999999.0000 999999 999999 999999 3 -16.0900 
54398 2018 12 27 3 1040.6000 1044.6000 1042.0000 1040.6000 6.6000 11.1000 337 354 3.2000 332 -10.2000 -10.2000 -11.4000 10 0.3000 10 0.0000 30000.0000 999999.0000 999999 999999 999999 3 -14.9000 
54398 2018 12 27 4 1039.3000 1043.3000 1040.6000 1039.3000 6.4000 11.0000 295 298 4.3000 319 -9.2000 -9.2000 -10.2000 10 0.3000 10 0.0000 30000.0000 999999.0000 999999 999999 999999 3 -13.8000 
54398 2018 12 27 5 1038.2000 1042.2000 1039.4000 1038.1000 5.9000 11.4000 303 317 4.8000 308 -8.0000 -8.0000 -9.4000 9 0.3000 9 0.0000 30000.0000 0.0000 999999 999999 999999 3 -12.5100 
54398 2018 12 27 6 1037.9000 1041.9000 1038.2000 1037.7000 6.1000 10.5000 349 309 5.7000 324 -7.5000 -7.4000 -8.4000 8 0.3000 8 0.0000 30000.0000 999999.0000 999999 999999 999999 3 -11.9900 
54398 2018 12 27 7 1037.7000 1041.7000 1037.9000 1037.7000 5.7000 10.0000 312 308 5.7000 305 -7.2000 -7.0000 -7.6000 8 0.3000 8 0.0000 30000.0000 0.0000 999999 999999 999999 3 -11.6600 
54398 2018 12 27 8 1038.0000 1042.0000 1038.0000 1037.8000 6.4000 12.9000 326 319 5.8000 313 -7.4000 -6.9000 -7.4000 8 0.3000 8 0.0000 25500.0000 0.0000 999999 999999 999999 4 -11.8800 
54398 2018 12 27 9 1038.1000 1042.1000 1038.2000 1037.9000 7.1000 11.9000 315 297 3.4000 313 -8.2000 -7.4000 -8.2000 9 0.3000 8 0.0000 30000.0000 0.0000 999999 999999 999999 3 -12.7300 
54398 2018 12 27 10 1038.7000 1042.7000 1038.7000 1038.1000 6.4000 12.4000 317 315 5.0000 304 -8.4000 -8.1000 -8.4000 9 0.3000 9 0.0000 30000.0000 0.0000 999999 999999 999999 4 -12.9500 
54398 2018 12 27 11 1038.9000 1042.9000 1038.9000 1038.6000 7.9000 13.4000 312 302 6.9000 307 -9.1000 -8.4000 -9.1000 10 0.3000 9 0.0000 24700.0000 0.0000 999999 999999 999999 4 -13.6900 
54398 2018 12 27 12 1039.2000 1043.2000 1039.3000 1038.8000 7.1000 11.3000 295 302 6.7000 304 -9.8000 -9.2000 -9.8000 11 0.3000 10 0.0000 30000.0000 0.0000 999999 999999 999999 4 -14.4400 
54398 2018 12 27 13 1039.8000 1043.8000 1039.8000 1039.1000 7.9000 14.7000 292 297 7.4000 300 -10.2000 -9.8000 -10.2000 11 0.3000 11 0.0000 30000.0000 0.0000 999999 999999 999999 4 -14.8800 
54398 2018 12 27 14 1040.7000 1044.7000 1040.7000 1039.8000 6.5000 11.2000 303 294 5.4000 299 -10.5000 -10.2000 -10.5000 12 0.3000 11 0.0000 30000.0000 0.0000 999999 999999 999999 4 -15.1800 
54398 2018 12 27 15 1041.2000 1045.2000 1041.2000 1040.6000 7.1000 12.2000 295 319 5.2000 309 -10.6000 -10.4000 -10.6000 13 0.4000 12 0.0000 30000.0000 0.0000 999999 999999 999999 3 -15.2600 
54398 2018 12 27 16 1041.3000 1045.3000 1041.4000 1041.1000 6.0000 13.2000 312 311 6.2000 301 -10.8000 -10.6000 -10.9000 14 0.4000 13 0.0000 30000.0000 0.0000 999999 999999 999999 3 -15.4600 
54398 2018 12 27 17 1041.0000 1045.0000 1041.4000 1041.0000 5.7000 8.8000 343 312 3.6000 306 -11.0000 -10.8000 -11.0000 15 0.4000 14 0.0000 30000.0000 0.0000 999999 999999 999999 3 -15.6500 
54398 2018 12 27 18 1041.2000 1045.2000 1041.3000 1041.1000 4.6000 8.9000 329 335 2.9000 324 -11.2000 -11.0000 -11.2000 16 0.4000 15 0.0000 30000.0000 0.0000 999999 999999 999999 2 -15.8500 
54398 2018 12 27 19 1041.3000 1045.3000 1041.4000 1041.1000 6.3000 11.5000 329 332 6.0000 326 -11.3000 -11.2000 -11.3000 16 0.4000 16 0.0000 30000.0000 0.0000 999999 999999 999999 4 -15.9600 
54398 2018 12 27 20 1041.2000 1045.2000 1041.2000 1041.0000 6.6000 12.6000 332 326 4.4000 326 -11.7000 -11.3000 -11.7000 17 0.4000 16 0.0000 30000.0000 0.0000 999999 999999 999999 3 -16.3700 
